ID,Area (int), Perimeter (float), MajorAxisLength (float), MinorAxisLength (float), AspectRation (float), Eccentricity (float), ConvexArea (float), EquivDiameter (float), Extent (float), Solidity (float), roundness (float), Compactness (float), ShapeFactor1 (float), ShapeFactor2 (float), ShapeFactor3 (float), ShapeFactor4 (float),class
2431,66163,1012.844,359.8474233209,234.4064638843,1.5351429195,0.7587300796,67353,290.2436011324,0.7208554868,0.9823318932,0.8104755795,0.8065740709,0.0054388015,0.0014199073,0.6505617319,0.9987052364,BARBUNYA
2432,32147,671.343,253.9922459505,161.3868279347,1.573810262,0.7721826631,32469,202.313696137,0.7108236595,0.9900828483,0.8963164857,0.7965349311,0.0079009626,0.00196191,0.6344678965,0.9985320864,DERMASON
2433,79278,1088.437,420.0452858264,241.1781363913,1.7416391557,0.8187348794,80286,317.7103785329,0.7575682287,0.9874448845,0.8409224678,0.7563717277,0.005298384,0.0010697058,0.5720981904,0.9963886093,BARBUNYA
2434,85446,1104.639,431.7662469667,254.775038222,1.6946960345,0.8073474694,86852,329.8381817489,0.8190131125,0.9838115415,0.8799557965,0.763927667,0.0050530891,0.0010615628,0.5835854805,0.9889999995,CALI
2435,40379,779.239,280.7713794453,183.669223227,1.528679517,0.7563567572,40981,226.7424520836,0.774493632,0.9853102657,0.8356493171,0.8075696766,0.006953401,0.0018243033,0.6521687825,0.9969570594,SIRA
2436,38190,706.192,250.1782297506,194.6882699782,1.2850195329,0.6280186504,38507,220.5108120103,0.7969865186,0.9917677305,0.962307644,0.8814148706,0.0065508832,0.00243894,0.7768921742,0.9983216188,SEKER
2437,70651,1028.338,378.2561005095,238.6974409095,1.5846675987,0.7757444631,71776,299.9260693489,0.7639267333,0.9843262372,0.8395690267,0.7929179964,0.0053538676,0.0013054507,0.628718949,0.9963105473,BARBUNYA
2438,34447,682.912,225.0874113135,195.3291752839,1.1523491613,0.4969266707,34853,209.4260790768,0.7457836281,0.9883510745,0.9281790909,0.93042111,0.006534311,0.0030206318,0.8656834419,0.9975695882,SEKER
2439,66310,1158.389,413.9750426779,207.0402021817,1.9994911052,0.86595192,68311,290.5658517641,0.6030265001,0.9707074995,0.6209834735,0.7018921959,0.0062430258,0.0009346662,0.4926526547,0.985054601,HOROZ
2440,32854,681.72,253.8612565832,165.0859589037,1.5377519582,0.7596775587,33223,204.5263112725,0.7083045878,0.9888932366,0.8883539673,0.8056617777,0.0077269513,0.0020081631,0.6490909001,0.9981408027,DERMASON
2441,25511,590.483,223.2631268009,145.6822233565,1.5325351416,0.7577770258,25785,180.2265630415,0.7888373531,0.9893736669,0.9194382121,0.8072383722,0.0087516415,0.0022923265,0.6516337895,0.9986516818,DERMASON
2442,43331,794.191,313.2780237539,177.7044216073,1.7629163131,0.8235512287,43974,234.8845305952,0.6598897417,0.9853777232,0.8632938628,0.7497638289,0.0072298822,0.0014093177,0.5621457991,0.9910159996,SIRA
2443,59397,965.459,384.1332598758,197.1741671908,1.9481926327,0.8582114805,60021,275.0029258729,0.6739090971,0.9896036387,0.8007679888,0.7159050116,0.0064672165,0.0010478974,0.5125199857,0.9984876602,CALI
2444,53187,835.257,296.3062454068,228.7238817075,1.295475764,0.6357231044,53606,260.2302666214,0.7873140404,0.9921837108,0.9580211804,0.8782476598,0.0055710276,0.002044481,0.771318952,0.9992250086,SEKER
2445,90639,1168.399,405.8089767439,286.5421368998,1.4162279277,0.7081111028,92250,339.7133484208,0.7805900996,0.9825365854,0.8343391377,0.8371262537,0.0044772005,0.0013562825,0.7007803646,0.9924647236,BARBUNYA
2446,55505,942.35,376.8615486708,189.0142981431,1.993825612,0.8651296003,56160,265.840480233,0.8220770757,0.9883368946,0.785448114,0.7054062193,0.0067896865,0.0010370188,0.4975979342,0.9921235056,HOROZ
2447,38855,727.362,255.8803593797,193.4384231183,1.3228000686,0.6546037901,39228,222.4223966031,0.7897999837,0.9904914857,0.9229019442,0.8692437245,0.0065855195,0.0023191885,0.7555846525,0.9994874302,SEKER
2448,43688,763.553,263.2435126457,211.4883311692,1.2447188513,0.5954474266,44089,235.8501414678,0.7818181818,0.9909047608,0.941658979,0.8959390456,0.0060255336,0.0023949096,0.8027067733,0.9991442529,SEKER
2449,23687,659.999,217.1394064062,139.6625959362,1.5547427352,0.7657039051,24419,173.6641157411,0.7850396049,0.9700233425,0.6833345334,0.7997816638,0.0091670286,0.0023136311,0.6396507098,0.9944922941,DERMASON
2450,38217,713.032,242.9114812612,200.5515464879,1.2112171934,0.5642327727,38593,220.5887478571,0.7582738095,0.9902573005,0.9446010295,0.908103424,0.0063561107,0.0026663212,0.8246518286,0.9988324734,SEKER
2451,51478,869.426,319.0620024064,206.2256694421,1.547149796,0.7630412201,52181,256.0152833014,0.7391803797,0.9865276633,0.8557881775,0.8023997887,0.0061980264,0.0015848801,0.6438454208,0.9961253115,SIRA
2452,51401,856.431,328.4893161624,200.0197707801,1.6422842346,0.793240855,51860,255.8237397876,0.8322700777,0.991149248,0.8806364848,0.7787886156,0.0063907184,0.001450133,0.6065117079,0.9960646159,SIRA
2453,45851,800.555,294.8902232902,198.5318376682,1.4853548265,0.7394242079,46409,241.6181002443,0.749787415,0.9879764701,0.8990344368,0.8193493075,0.0064314895,0.0017880007,0.6713332877,0.9971681391,SIRA
2454,48722,830.914,314.4130576913,198.0714875134,1.5873716184,0.7766176793,49299,249.0678162641,0.7783067093,0.9882959086,0.8867941482,0.792167533,0.0064532051,0.0015675572,0.6275294004,0.9961223599,SIRA
2455,69345,1024.41,394.1819523289,225.7700802845,1.7459441563,0.8197259046,70535,297.1410376062,0.7194658865,0.9831289431,0.8303809894,0.7538169514,0.0056843601,0.0011322047,0.5682399962,0.9921153008,CALI
2456,49215,826.516,314.1187046319,200.2999173986,1.5682418081,0.7703206141,49646,250.3247574535,0.7220510563,0.9913185352,0.9053256456,0.7969113388,0.0063825806,0.0015878742,0.6350676819,0.9959396898,SIRA
2457,67801,1015.657,355.0918226913,243.8804044383,1.4560080114,0.7268375592,68991,293.8144216552,0.7815677233,0.9827513734,0.8259463366,0.8274322383,0.0052372653,0.0015143075,0.684644109,0.9968473077,BARBUNYA
2458,69900,1039.311,387.104368586,230.4196730058,1.6799970399,0.8035486055,70979,298.3277462406,0.742771526,0.9847983206,0.8131974199,0.7706648916,0.0055379738,0.0012050164,0.5939243751,0.9977911921,BARBUNYA
2459,72483,1022.607,402.4616043325,231.303166467,1.7399744694,0.8183493657,73363,303.7897659913,0.7949789418,0.9880048526,0.8710207508,0.754829188,0.0055524965,0.0011118925,0.569767103,0.9913802127,CALI
2460,27763,614.936,224.484583042,158.1206679564,1.419704242,0.7098309676,28068,188.0131630511,0.8083799208,0.9891335328,0.9226063088,0.8375326292,0.0080857466,0.0024541824,0.701460905,0.9958670224,DERMASON
2461,45525,799.104,302.3272013281,191.9650203294,1.5749077661,0.7725468065,45935,240.7576172711,0.7967970596,0.9910743442,0.8958869477,0.7963478516,0.006640905,0.0016474729,0.6341699008,0.9987591018,SIRA
2462,195076,1671.831,629.8558160153,397.106027905,1.5861149712,0.7762125445,196829,498.3758395315,0.7962578217,0.9910937921,0.8770593002,0.7912538503,0.0032287714,0.0007806932,0.6260826556,0.9930390732,BOMBAY
2463,44806,785.824,291.8775249532,195.843998325,1.4903572611,0.7414753962,45256,238.8488455936,0.8033060222,0.9900565671,0.9117913367,0.8183187302,0.0065142509,0.0018019146,0.6696455442,0.9980110992,SIRA
2464,35354,687.741,235.015308382,191.8282547098,1.225133955,0.5777168097,35726,212.1652913758,0.7543635045,0.9895874153,0.9392876022,0.9027722187,0.0066474885,0.0027236425,0.8149976789,0.9984813296,SEKER
2465,187645,1652.744,630.5905427202,381.2804429575,1.6538759183,0.7964986695,189828,488.7914016959,0.7966418306,0.9885001159,0.8632482016,0.775132782,0.0033605507,0.0007483326,0.6008308298,0.9936996403,BOMBAY
2466,51146,848.932,330.9468294669,197.3879852997,1.6766310724,0.8026620241,51561,255.188380917,0.8137011582,0.991951281,0.8918169648,0.7710857401,0.0064706298,0.0014110324,0.5945732185,0.996879933,SIRA
2467,42044,777.85,294.5178512987,182.9759505702,1.6095986952,0.7835942966,42486,231.3700140875,0.7895142058,0.989596573,0.8732169945,0.7855891012,0.0070049912,0.0016457701,0.6171502359,0.9933642145,SIRA
2468,32774,660.614,222.8700513012,187.4792476532,1.1887718459,0.5407174025,33120,204.277147129,0.7901538165,0.9895531401,0.9437213211,0.916575134,0.006800209,0.002960563,0.8401099762,0.9986990872,SEKER
2469,51110,890.593,354.6064910688,184.7449565268,1.9194380065,0.8535653265,51765,255.0985557219,0.6385557221,0.9873466628,0.809761623,0.7193849017,0.0069381039,0.0011462143,0.5175146368,0.9933372628,HOROZ
2470,87691,1135.452,397.0760406785,282.7102053104,1.4045338061,0.7021997284,89021,334.1431563228,0.7671735022,0.985059705,0.8547268117,0.8415092378,0.0045281276,0.001400664,0.7081377972,0.9946034756,BARBUNYA
2471,27248,603.652,220.6787996254,157.5183616846,1.4009719074,0.7003595996,27539,186.2611905764,0.7246808511,0.9894331675,0.9396610104,0.8440375373,0.008098899,0.0025354368,0.7123993644,0.9980514964,DERMASON
2472,49283,876.188,351.0768004801,179.284645931,1.9582089624,0.8597763696,49825,250.4976336878,0.625927149,0.9891219267,0.8067006352,0.7135123521,0.0071236897,0.0011389135,0.5090998766,0.9969239412,HOROZ
2473,41110,758.986,288.174822446,182.6692300121,1.5775772549,0.7734286409,41566,228.7856588252,0.790957191,0.9890294953,0.896788046,0.7939127259,0.0070098473,0.0017178268,0.6302974164,0.9943428679,SIRA
2474,82602,1118.823,441.625706303,240.6262771845,1.8353178691,0.838523948,84018,324.3025329445,0.714550173,0.9831464686,0.8292350593,0.7343379887,0.0053464287,0.0009590197,0.5392522817,0.9896993486,CALI
2475,32737,669.66,239.9311029818,174.1312279726,1.3778752139,0.6879531209,33112,204.1618058697,0.8018271774,0.9886748007,0.9173604771,0.8509184651,0.0073290498,0.0023701685,0.7240622342,0.9976674058,DERMASON
2476,53711,879.517,328.5702802117,208.8108489522,1.5735306947,0.7720897556,54301,261.5090231469,0.7148028373,0.9891346384,0.8725385538,0.7958998086,0.0061173741,0.0015141831,0.6334565054,0.996763255,SIRA
2477,29833,626.445,229.6467641422,165.5129616238,1.387485076,0.6932174755,30095,194.8962681482,0.7465715716,0.9912942349,0.9553024634,0.8486784862,0.0076977429,0.0024632922,0.7202551729,0.9993433033,DERMASON
2478,21636,545.616,191.6489166848,143.9483039921,1.3313732178,0.6601836854,21993,165.9753318716,0.7611877287,0.9837675624,0.9132982848,0.8660384559,0.0088578719,0.0030736744,0.750022607,0.9985600117,DERMASON
2479,157309,1514.284,571.2437728253,354.813796857,1.6099818493,0.7837115005,160099,447.5399865294,0.8013091205,0.9825732828,0.8620823769,0.7834483417,0.0036313483,0.0008438964,0.6137913041,0.9881928589,BOMBAY
2480,47636,822.506,304.4119311625,199.8731029906,1.523025993,0.7542497647,48193,246.2763467185,0.6979020159,0.9884423049,0.8848445925,0.8090233053,0.0063903756,0.0016886913,0.6545187085,0.996849006,SIRA
2481,45440,799.876,306.0673646327,189.8177577498,1.6124274581,0.784457215,46013,240.5327522662,0.7284853149,0.9875469976,0.8924889638,0.7858817374,0.0067356374,0.0015848467,0.6176101051,0.9958514919,SIRA
2482,37237,724.155,264.8154251214,179.911238882,1.4719226368,0.7337833579,37732,217.7420972786,0.7457990346,0.9868811619,0.8923217554,0.8222409898,0.0071116208,0.0020051407,0.6760802454,0.9951378175,DERMASON
2483,41913,745.189,270.2813754642,198.0766303969,1.3645293487,0.6803865553,42269,231.0092834465,0.7362975195,0.991577752,0.9484746772,0.8546992298,0.0064486287,0.0021227575,0.7305107735,0.9968033899,SEKER
2484,41660,766.264,287.1168981982,185.7958952019,1.5453349919,0.7623975957,42143,230.3110058891,0.7753294126,0.9885390219,0.8916045681,0.8021506478,0.0068919083,0.0017601229,0.6434456618,0.9943390965,DERMASON
2485,41196,756.365,274.9410718652,191.28195732,1.437360197,0.7183132397,41620,229.0248377031,0.7795628726,0.9898125901,0.9049030776,0.8329960895,0.0066739749,0.0019821485,0.6938824851,0.9973590655,SIRA
2486,63888,1043.617,367.8371757025,221.7071418565,1.6591128848,0.7979438869,65079,285.2099718349,0.7796258557,0.9816991656,0.7371347192,0.7753701656,0.0057575316,0.0012836672,0.6011988937,0.9974568308,BARBUNYA
2487,37596,717.714,269.4540856373,177.8561492333,1.515011355,0.7512119527,37987,218.7891997423,0.7249797524,0.989707005,0.9171675259,0.8119720999,0.0071670945,0.0019217077,0.659298691,0.9988450032,DERMASON
2488,68511,991.58,387.7710401748,226.4845074053,1.7121305321,0.8117050072,69130,295.3488013339,0.7472840314,0.9910458556,0.8756179452,0.7616577071,0.0056599822,0.0011749901,0.5801224628,0.9932453809,CALI
2489,60416,997.116,352.2230726365,219.5192103834,1.6045204974,0.7820313005,61537,277.3518349222,0.7497083861,0.9817833174,0.7636079866,0.7874323304,0.0058299635,0.0013826064,0.620049675,0.994882413,BARBUNYA
2490,45388,800.96,307.0593314997,188.7131331665,1.6271222164,0.7888529552,45929,240.3950840937,0.7351473923,0.9882209497,0.8890562807,0.7828945726,0.0067652096,0.0015677404,0.6129239118,0.9973021138,SIRA
2491,48981,829.315,312.5459589139,200.4395002134,1.5593032241,0.7672801386,49459,249.7289453401,0.678313253,0.9903354293,0.8949493774,0.7990151151,0.0063809632,0.0016043015,0.6384251542,0.9954984012,SIRA
2492,34470,686.028,257.2430524825,171.1692423132,1.5028579259,0.7464879861,34893,209.4959835105,0.7848360656,0.9878772247,0.9203806174,0.8143892769,0.0074628098,0.0020249314,0.6632298944,0.9967403035,DERMASON
2493,45524,799.609,299.9699819761,193.6621240956,1.5489346891,0.7636715048,45998,240.7549730214,0.787994184,0.9896952041,0.8947360405,0.8025968846,0.0065892712,0.0016865803,0.6441617592,0.9977644943,SIRA
2494,59688,964.218,351.1883989199,217.1409106196,1.6173294932,0.7859396629,60632,275.6757550931,0.7280444965,0.9844306637,0.806763835,0.7849796746,0.0058837354,0.001378055,0.6161930895,0.9965872571,BARBUNYA
2495,28154,633.807,241.4240607141,149.1825990007,1.618312473,0.7862349758,28509,189.3324751396,0.6679953496,0.9875477919,0.8807160431,0.7842320048,0.0085751247,0.0020007759,0.6150198373,0.9952942739,DERMASON
2496,34495,681.837,252.0759046276,174.6429682716,1.4433784946,0.7211115563,34808,209.5719401438,0.7716311739,0.9910078143,0.9324056234,0.8313842628,0.007307607,0.0021535856,0.6911997925,0.9976629159,DERMASON
2497,61576,938.472,339.9676897941,231.3110074966,1.4697428085,0.7328491541,62280,280.0017825061,0.7837486954,0.9886962107,0.8785747109,0.8236129224,0.0055211071,0.0015671066,0.6783382459,0.9969827587,BARBUNYA
2498,80724,1071.17,416.301260265,247.544811086,1.6817208102,0.8040002031,81330,320.5947426412,0.7997226075,0.992548875,0.8840884885,0.7701027435,0.0051570941,0.0011188697,0.5930582355,0.9973583763,BARBUNYA
2499,77593,1059.919,405.2489271009,245.8931317205,1.6480693229,0.7948770016,78724,314.3158856861,0.6888338482,0.985633352,0.867934702,0.7756118886,0.0052227511,0.0011658882,0.6015738017,0.991435328,CALI
2500,43479,750.885,256.2117976562,216.2330279301,1.1848874342,0.5364029251,43875,235.2853207609,0.7924868766,0.990974359,0.9690418948,0.9183235234,0.0058927712,0.0025851287,0.8433180936,0.9992370122,SEKER
2501,43743,830.354,338.5687658892,165.8895801986,2.0409284627,0.8717375656,44514,235.9985538205,0.6623311732,0.9826796064,0.7972451107,0.697047624,0.007739953,0.0011271141,0.4858753901,0.991636913,HOROZ
2502,57187,898.194,326.175693852,224.4836173454,1.4530044451,0.7254933842,57817,269.8383772646,0.6919177253,0.9891035509,0.8907726601,0.8272792313,0.0057036686,0.0016479443,0.6843909265,0.9944230583,BARBUNYA
2503,159048,1511.124,564.0080168542,362.618892591,1.5553740535,0.7659231277,161042,450.0068922928,0.7973529854,0.9876181369,0.8752615893,0.7978732196,0.0035461497,0.000886487,0.6366016746,0.9901537271,BOMBAY
2504,26603,600.076,218.0865189134,155.8256591519,1.3995546055,0.699622135,26945,184.0434503279,0.7873039361,0.9873074782,0.9283846761,0.8439010868,0.0081978167,0.0025647448,0.7121690443,0.9967194658,DERMASON
2505,45838,806.261,291.8716120228,201.4447398182,1.4488917024,0.7236351487,46355,241.5838451792,0.6967320261,0.9888469421,0.8861030238,0.8277058653,0.0063674596,0.0018435295,0.6850969994,0.9926313578,SIRA
2506,74298,1052.196,420.4341707863,227.364563444,1.8491631432,0.8411607472,75430,307.5697509423,0.8034387672,0.9849927085,0.8433225133,0.7315526956,0.0056587549,0.0009997309,0.5351693464,0.9896154307,CALI
2507,43211,786.913,297.8738532297,185.6527056649,1.6044681502,0.7820150951,43797,234.5590628553,0.7857974177,0.9866200881,0.8769013546,0.7874442832,0.0068934728,0.0016349225,0.6200684992,0.9948801579,SIRA
2508,68882,1003.476,356.9580685018,246.8182473874,1.4462385674,0.7224254164,69727,296.1474064051,0.7788557214,0.9878813085,0.8596103432,0.8296420015,0.0051821676,0.0015144472,0.6883058507,0.9954544674,BARBUNYA
2509,41189,733.839,249.4969654206,210.5443969542,1.1850088106,0.5365389098,41569,229.0053789938,0.7834182897,0.9908585725,0.9611463804,0.9178683941,0.0060573688,0.0026520728,0.842482389,0.9983490537,SEKER
2510,24140,572.639,211.2390247892,145.8169793453,1.4486586249,0.723529221,24392,175.3168634499,0.7052705387,0.9896687439,0.9250927652,0.8299454309,0.008750581,0.0025610308,0.6888094183,0.9978497047,DERMASON
2511,45816,814.284,311.1600594854,188.0015361973,1.6550931752,0.7968360479,46428,241.5258640013,0.6997479954,0.9868182993,0.8683108573,0.7762110099,0.0067915152,0.0015207773,0.6025035318,0.9971994836,SIRA
2512,36992,717.713,255.0441808939,185.2049227357,1.3770918026,0.6875172986,37452,217.0246005384,0.7209791845,0.9877176119,0.9024352501,0.8509294342,0.0068945767,0.0022297776,0.7240809019,0.9971258745,DERMASON
2513,50580,871.252,348.5164796121,186.6664568216,1.8670546682,0.8444699362,51298,253.7724495935,0.7934864458,0.986003353,0.8373386019,0.728150502,0.0068904009,0.0011948376,0.5302031536,0.989918273,HOROZ
2514,51698,884.134,347.2037516696,190.8745918163,1.8190150316,0.8353305102,52252,256.5617625129,0.6578190609,0.989397535,0.8310887858,0.7389371839,0.0067159997,0.0012351523,0.5460281618,0.993233434,SIRA
2515,44187,796.888,291.097838069,193.9573335963,1.5008343983,0.745687335,44836,237.1932456104,0.7353714552,0.9855250245,0.8743993113,0.8148231096,0.0065878615,0.0017913382,0.6639366999,0.9964590376,SIRA
2516,81614,1097.739,428.140040002,243.8713866265,1.7555976776,0.8219174757,82452,322.3572121173,0.7879016064,0.9898365109,0.8510916699,0.7529247022,0.0052459142,0.0010399372,0.5668956072,0.9952406114,CALI
2517,37835,718.282,263.8910757169,183.0081280493,1.4419636905,0.7204578406,38255,219.4835259765,0.7939189189,0.989021043,0.9215388225,0.8317201534,0.0069747873,0.0020588259,0.6917584136,0.997490515,DERMASON
2518,53684,902.24,364.9581305983,189.8962922968,1.9218812868,0.8539692349,54390,261.4432858567,0.6637487636,0.9870196727,0.8287252612,0.7163651497,0.0067982663,0.0011043729,0.5131790277,0.9862691701,HOROZ
2519,59763,997.957,381.6747707043,199.9936210322,1.9084347227,0.8517246445,60551,275.8488986964,0.6684301181,0.9869861769,0.7540820388,0.7227328602,0.0063864727,0.0010748603,0.5223427872,0.9968571123,HOROZ
2520,42290,773.065,282.3927408622,191.0840509123,1.4778456889,0.7362950408,42768,232.0459013791,0.7075574294,0.9888234194,0.8892329084,0.8217134076,0.0066775299,0.0018779201,0.6752129243,0.9978605092,SIRA
2521,37703,716.648,262.6860861569,183.039895136,1.4351302265,0.7172646222,38034,219.1003207555,0.7285603865,0.9912972603,0.9225161667,0.834076612,0.0069672463,0.0020800065,0.6956837946,0.9983968418,DERMASON
2522,76334,1101.834,387.1236110821,251.8058606933,1.5373892014,0.7595461819,77736,311.755460911,0.6882145047,0.9819645981,0.7901245309,0.8053124428,0.0050714441,0.0013157369,0.6485281305,0.9970401447,BARBUNYA
2523,40674,748.346,275.7774682424,188.3993784466,1.4637918156,0.7302712946,41111,227.5692097859,0.7091745999,0.9893702415,0.9126870008,0.8251914532,0.0067801905,0.0019392801,0.6809409345,0.9967557668,SIRA
2524,64332,987.745,341.300361846,240.4800296624,1.4192461733,0.7096053041,65485,286.199312354,0.7829706441,0.9823929144,0.8286044043,0.8385555492,0.0053052969,0.0016181427,0.703175409,0.9979790084,BARBUNYA
2525,68173,1030.906,368.8165980399,237.0123116222,1.5561073411,0.7661773452,69468,294.6193467565,0.7712314045,0.9813583233,0.806091117,0.7988234486,0.0054100098,0.0013588798,0.6381189021,0.992981508,BARBUNYA
2526,38232,723.542,264.632669614,184.5996029525,1.433549506,0.7165174064,38705,220.632033654,0.7828009828,0.9877793567,0.9177182948,0.8337293879,0.0069217585,0.0020629877,0.6951046922,0.9964669882,SIRA
2527,88499,1153.301,455.6506422294,250.0715977981,1.822080741,0.8359385177,90225,335.6790527714,0.7274528178,0.9808700471,0.8361089845,0.7367026877,0.005148653,0.000935497,0.54273085,0.9888994294,CALI
2528,66058,992.161,388.3914847404,217.5296664842,1.7854644427,0.8284396349,66621,290.0132028824,0.7906876534,0.9915492112,0.8432784096,0.7467032988,0.0058795526,0.0011274994,0.5575658164,0.9955139397,CALI
2529,89673,1159.738,455.8639210658,253.0981741321,1.8011347677,0.8317131772,90645,337.8982238708,0.8210008789,0.9892768492,0.8378220544,0.7412260726,0.0050836252,0.0009465772,0.5494160908,0.989572423,CALI
2530,51105,905.379,364.6076762524,179.4891889486,2.0313628826,0.8704367133,51797,255.0860774987,0.6433886014,0.9866401529,0.7834520527,0.6996179568,0.0071344815,0.0010543528,0.4894652855,0.9942816133,HOROZ
2531,53978,924.848,366.1477397635,189.4386666087,1.9328036156,0.8557538714,54949,262.1582044219,0.6272718821,0.9823290688,0.793023267,0.71599023,0.0067832773,0.0010996329,0.5126420095,0.9908363295,HOROZ
2532,72094,1020.532,398.4841286962,233.3607700723,1.7075883345,0.810584827,73283,302.9734835561,0.7760053388,0.9837752275,0.8698727618,0.7603150583,0.0055272856,0.0011393733,0.5780789879,0.9871209362,CALI
2533,31977,662.731,248.2332684352,164.8049984378,1.5062241485,0.7478108779,32380,201.7780486624,0.7581081081,0.9875540457,0.9148986981,0.8128565922,0.0077628692,0.0020905365,0.6607358396,0.9952162773,DERMASON
2534,146862,1422.934,534.4641251023,352.7566956377,1.515106961,0.7512485478,148492,432.4239887181,0.8194143772,0.9890229777,0.9114855518,0.8090795404,0.0036392268,0.0009619528,0.6546097028,0.9918037174,BOMBAY
2535,55539,925.316,380.736420963,189.7021081573,2.0070226138,0.8670331306,56838,265.9218890484,0.745890411,0.9771455716,0.8151316876,0.6984409014,0.0068552985,0.0010062938,0.4878196927,0.9790651548,HOROZ
2536,35857,710.411,261.0971889474,175.4917335656,1.4878033492,0.7404314904,36325,213.6692545865,0.7128911686,0.9871163111,0.8928211308,0.8183514171,0.0072816239,0.0020145004,0.6696990419,0.9963804775,DERMASON
2537,26712,611.795,230.6267246883,147.7785834065,1.5606234636,0.7677332735,27053,184.4201038905,0.7474187862,0.9873951133,0.8968182211,0.799647587,0.0086338247,0.002177597,0.6394362634,0.9979192361,DERMASON
2538,69566,1014.055,397.0148072213,226.1333629177,1.7556666655,0.8219329867,71239,297.6141498132,0.7849566709,0.9765156726,0.8501271279,0.7496298486,0.0057070236,0.0011116726,0.5619449099,0.986587946,CALI
2539,78161,1149.645,418.6997309752,242.0044926144,1.7301320585,0.8160434491,80292,315.4642230999,0.6837993421,0.9734593733,0.7431431201,0.7534378452,0.0053568881,0.0010648344,0.5676685866,0.9821416203,BARBUNYA
2540,84511,1118.151,436.6164778025,247.9467271192,1.7609285788,0.8231098371,85464,328.0285767507,0.8106804033,0.9888491061,0.8494194311,0.7512968324,0.0051663864,0.0010153432,0.5644469304,0.9939507309,CALI
2541,31656,656.165,248.306535504,162.5920308316,1.5271753126,0.7557990164,31914,200.7627232036,0.796036915,0.9919157736,0.9239315101,0.8085277449,0.0078439012,0.0020677193,0.6537171143,0.9983406384,DERMASON
2542,42418,780.397,288.3388968252,188.1794771598,1.5322547452,0.7576741891,42956,232.3968050739,0.7426640521,0.9874755564,0.87524345,0.8059849283,0.0067975599,0.0017694589,0.6496117046,0.9953706169,SIRA
2543,81718,1091.632,413.1823299641,254.2352558037,1.6251968228,0.7882851614,82978,322.5625352031,0.7247780468,0.9848152522,0.8617376676,0.7806784362,0.0050561973,0.0011584906,0.6094588207,0.990490539,CALI
2544,35085,693.747,245.9349428372,181.8560112593,1.3523608108,0.6732140808,35658,211.3565930531,0.7354574992,0.9839306747,0.9160709447,0.8594004195,0.0070096891,0.0023586351,0.7385690811,0.9988118814,SEKER
2545,52452,878.032,342.1508561544,198.7842347058,1.7212172618,0.8139148495,53647,258.4259286535,0.6753621322,0.9777247563,0.8549706935,0.7552982084,0.0065231232,0.001309511,0.5704753836,0.9819120777,HOROZ
2546,40504,742.174,272.9383672585,189.4446337255,1.4407289449,0.7198852599,40914,227.0931406273,0.7866381822,0.9899789803,0.9240517768,0.832030846,0.0067385534,0.0019920679,0.6922753288,0.997381104,DERMASON
2547,50836,923.618,358.5151472075,181.3888992004,1.9764999335,0.8625658175,51671,254.4138469033,0.8047618294,0.983840065,0.7488528015,0.7096320724,0.007052387,0.0011031863,0.5035776782,0.9953212475,HOROZ
2548,43357,761.958,264.0043726069,209.3619217846,1.2609951722,0.6091898106,43842,234.9549891811,0.7877361919,0.9889375485,0.9384411047,0.8899662792,0.006089083,0.0023562744,0.7920399781,0.9987585886,SEKER
2549,35845,695.113,255.3819573657,178.941058236,1.4271847942,0.7134755651,36136,213.6334980312,0.7211693224,0.9919470888,0.932239772,0.8365254156,0.0071246187,0.0021520777,0.699774771,0.9987079125,DERMASON
2550,76921,1108.051,387.1340580708,254.7372005352,1.5197389987,0.7530111784,78431,312.9518477667,0.7400234742,0.9807474086,0.7872909978,0.8083810795,0.0050328786,0.0013257474,0.6534799697,0.9931189948,BARBUNYA
2551,71892,1066.553,363.429786645,253.4136731623,1.4341364541,0.7167952396,73244,302.5487354958,0.7192076831,0.9815411501,0.7941920701,0.8324819446,0.0050552188,0.0014976799,0.693026188,0.9938941199,BARBUNYA
2552,73078,1012.867,378.1351804666,246.9440569553,1.5312584766,0.7573082324,73829,305.0340955535,0.790237467,0.9898278454,0.895141462,0.8066800216,0.0051744052,0.0013515913,0.6507326573,0.9964398975,BARBUNYA
2553,208477,1726.086,642.6828881816,416.1311171515,1.5444240089,0.7620734522,210800,515.209821886,0.7942707143,0.9889800759,0.8793123092,0.8016547995,0.003082752,0.0007853585,0.6426504176,0.9925247343,BOMBAY
2554,49364,850.513,322.6070207279,195.6737823119,1.6486982411,0.7950536343,49843,250.7034042176,0.7616373258,0.990389824,0.8575477176,0.7771170127,0.006535269,0.0014702423,0.6039108514,0.9956667585,SIRA
2555,41169,742.126,270.214111919,194.1998311174,1.3914230016,0.6953319641,41553,228.9497735688,0.758875576,0.99075879,0.9393444804,0.8472902172,0.0065635335,0.0020866338,0.7179007121,0.9989035637,SEKER
2556,47104,834.12,315.2805871738,190.7496454784,1.6528501869,0.7962136847,47800,244.8972754344,0.7129839857,0.9854393305,0.8507668968,0.776759767,0.0066932869,0.0015030246,0.6033557356,0.9972566404,SIRA
2557,44078,791.066,289.5861432485,194.4954385711,1.4889096905,0.7408845451,44614,236.9005121414,0.7878387074,0.987985834,0.8851284633,0.8180657731,0.0065698567,0.0018150498,0.669231609,0.9964254279,SIRA
